id,c3,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey
10258,GBR,1996,32,8,13,17,23,40,3,5,6,7,8,9,11,12,15,25,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,12039,10188,Euro,Year,0.640958255,,,29341,58156745,New 2018,High,13,Eurostat,Eurostat 2018,,
10259,GBR,1996,33.1,7.81,12.21,16.63,22.41,40.94,3.13,4.68,5.61,6.6,7.71,8.93,10.31,12.1,14.87,26.07,,,Income (net),"Income, net",Equivalized,1977 McClements scale,Household,Person,All,All,All,All,EU,OECD,High income,17336.8,14393.6,British pound 2002,Week,0.640958255,,,29341,58156745,,High,13,Research study,Institute for Fiscal Studies,Inequality spreadsheet (March 2004) by Goodman and Spepherd,Family Resources Survey
10260,GBR,1997,30,8,13,18,23,38,3,5,6,7,8,9,11,12,15,23,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,12538,10962,Euro,Year,0.610836114,,,30426,58346673,New 2018,High,13,Eurostat,Eurostat 2018,,
10261,GBR,1997,33.8,7.61,12.14,16.52,22.31,41.42,2.97,4.64,5.58,6.56,7.67,8.85,10.27,12.05,14.72,26.7,,,Income (net),"Income, net",Equivalized,1977 McClements scale,Household,Person,All,All,All,All,EU,OECD,High income,17721.6,14591.2,British pound 2002,Week,0.610836114,,,30426,58346673,,High,13,Research study,Institute for Fiscal Studies,Inequality spreadsheet (March 2004) by Goodman and Spepherd,Family Resources Survey
10262,GBR,1998,32,8,13,17,23,39,3,5,6,7,8,9,11,13,15,24,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,15727,13606,Euro,Year,0.603823594,,,31275,58544938,New 2018,High,13,Eurostat,Eurostat 2018,,
10263,GBR,1998,34.5,7.54,11.97,16.28,22.14,42.07,2.97,4.57,5.51,6.46,7.54,8.74,10.17,11.96,14.69,27.38,,,Income (net),"Income, net",Equivalized,1977 McClements scale,Household,Person,All,All,All,All,EU,OECD,High income,18314.4,14851.2,British pound 2002,Week,0.603823594,,,31275,58544938,,High,13,Research study,Institute for Fiscal Studies,Inequality spreadsheet (March 2004) by Goodman and Spepherd,Family Resources Survey
10264,GBR,1999,37.3,6.46,11.32,15.86,22.41,43.95,2.46,4,5.12,6.2,7.3,8.56,10.13,12.28,15.46,28.49,0.91,18.41,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,8229,6496,British pound,Year,0.618056845,,,32170,58746728,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10265,GBR,1999,35.3,7.01,11.56,16.38,22.81,42.24,2.76,4.25,5.23,6.33,7.52,8.86,10.4,12.41,15.36,26.88,1.02,17.2,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,13251,10830,British pound,Year,0.618056845,,,32170,58746728,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10266,GBR,1999,39.6,5.94,10.57,15.29,22.4,45.8,2.29,3.65,4.73,5.84,6.98,8.31,10.05,12.35,15.94,29.86,0.9,19.3,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,10377,7884,British pound,Year,0.618056845,,,32170,58746728,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10267,GBR,1999,37.9,6.31,10.61,16,23.04,44.05,2.57,3.74,4.7,5.91,7.26,8.74,10.43,12.61,15.85,28.2,1.04,18.07,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,16742,13358,British pound,Year,0.618056845,,,32170,58746728,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10268,GBR,1999,32,8,13,17,23,39,3,5,6,7,8,9,11,12,15,24,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,15939,13814,Euro,Year,0.618056845,,,32170,58746728,New 2018,High,13,Eurostat,Eurostat 2018,,
10269,GBR,1999,34,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,13260,11027,"Local currency units, at current prices",Year,0.618056845,,,32170,58746728,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
10270,GBR,1999,50.6,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.618056845,,,32170,58746728,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
10271,GBR,1999,34.2,7.58,12.05,16.36,22.18,41.82,2.94,4.64,5.55,6.5,7.59,8.77,10.17,12.01,14.61,27.21,,,Income (net),"Income, net",Equivalized,1977 McClements scale,Household,Person,All,All,All,All,EU,OECD,High income,18668,15236,British pound 2002,Week,0.618056845,,,32170,58746728,,High,13,Research study,Institute for Fiscal Studies,Inequality spreadsheet (March 2004) by Goodman and Spepherd,Family Resources Survey
10272,GBR,2000,32,8,13,17,23,39,3,5,6,7,8,9,11,12,15,25,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,17813,15444,Euro,Year,0.660930833,,,33233,58950848,New 2018,High,13,Eurostat,Eurostat 2018,,
10273,GBR,2000,35.2,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,14352,11648,"Local currency units, at current prices",Year,0.660930833,,,33233,58950848,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
10274,GBR,2000,51.2,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.660930833,,,33233,58950848,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
10275,GBR,2000,34.8,7.45,12.06,16.23,21.86,42.39,2.81,4.64,5.57,6.5,7.56,8.67,10.04,11.83,14.51,27.88,,,Income (net),"Income, net",Equivalized,1977 McClements scale,Household,Person,All,All,All,All,EU,OECD,High income,19468.8,15745.6,British pound 2002,Week,0.660930833,,,33233,58950848,,High,13,Research study,Institute for Fiscal Studies,Inequality spreadsheet (March 2004) by Goodman and Spepherd,Family Resources Survey
10276,GBR,2001,35,8,13,17,23,39,3,5,6,7,8,9,11,12,15,24,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,20441,17724,Euro,Year,0.694655,,,33964,59149343,New 2018,High,13,Eurostat,Eurostat 2018,,
10277,GBR,2001,34,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,14965,12405,"Local currency units, at current prices",Year,0.694655,,,33964,59149343,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
10278,GBR,2001,50.3,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.694655,,,33964,59149343,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
10279,GBR,2001,34.6,7.54,12.15,16.28,21.71,42.33,2.88,4.66,5.59,6.56,7.59,8.69,9.99,11.72,14.5,27.83,,,Income (net),"Income, net",Equivalized,1977 McClements scale,Household,Person,All,All,All,All,EU,OECD,High income,20363.2,16484,British pound 2002,Week,0.694655,,,33964,59149343,,High,13,Research study,Institute for Fiscal Studies,Inequality spreadsheet (March 2004) by Goodman and Spepherd,Family Resources Survey
10280,GBR,2002,35,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,,,,,0.667223333,,,34682,59348953,New 2018,High,11,Eurostat,Eurostat 2018,,
10281,GBR,2002,35.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,14898,12103,"Local currency units, at current prices",Year,0.667223333,,,34682,59348953,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10282,GBR,2002,39.2,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.667223333,,,34682,59348953,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10283,GBR,2002,51,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.667223333,,,34682,59348953,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10284,GBR,2002,33.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,1977 McClements scale,Household,Person,All,All,All,All,EU,OECD,High income,22183.2,18168.8,British pound 2004,Week,0.667223333,,,34682,59348953,New 2007,High,11,Research study,Institute for Fiscal Studies,Inequality spreadsheet (April 2006) by Goodman and Spepherd,Family Resources Survey
10285,GBR,2002,34.4,7.53,12.23,16.39,21.75,42.09,2.85,4.68,5.65,6.59,7.62,8.77,10.06,11.69,14.4,27.69,,,Income (net),"Income, net",Equivalized,1977 McClements scale,Household,Person,All,All,All,All,EU,OECD,High income,20602.4,16806.4,British pound 2002,Week,0.667223333,,,34682,59348953,,High,13,Research study,Institute for Fiscal Studies,Inequality spreadsheet (March 2004) by Goodman and Spepherd,Family Resources Survey
10286,GBR,2003,34,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,,,,,0.6124725,,,35696,59580222,,Average,11,Eurostat,European Commission 2005,,
10287,GBR,2003,35.3,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,15175,12358,"Local currency units, at current prices",Year,0.6124725,,,35696,59580222,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10288,GBR,2003,38.5,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.6124725,,,35696,59580222,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10289,GBR,2003,50.7,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.6124725,,,35696,59580222,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10290,GBR,2004,37.4,6.68,11.37,15.7,21.91,44.34,2.56,4.12,5.19,6.18,7.24,8.46,9.94,11.97,15.06,29.28,0.94,19.38,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,10641,8303,British pound,Year,0.54618,,,36355,59884128,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10291,GBR,2004,35.4,7.23,11.75,16.16,22.09,42.76,2.82,4.41,5.38,6.37,7.48,8.68,10.11,11.98,14.92,27.84,1.03,18.32,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,16963,13638,British pound,Year,0.54618,,,36355,59884128,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10292,GBR,2004,39.3,6.14,10.72,15.3,22.1,45.76,2.36,3.78,4.83,5.89,7,8.3,9.96,12.14,15.63,30.13,0.91,19.75,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,13375,10183,British pound,Year,0.54618,,,36355,59884128,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10293,GBR,2004,37.5,6.54,10.93,15.89,22.61,44.03,2.61,3.93,4.92,6.01,7.25,8.64,10.24,12.37,15.52,28.51,1.02,18.52,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,21321,16844,British pound,Year,0.54618,,,36355,59884128,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10294,GBR,2004,35.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,15811,12800,"Local currency units, at current prices",Year,0.54618,,,36355,59884128,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10295,GBR,2004,38.6,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.54618,,,36355,59884128,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10296,GBR,2004,50.9,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.54618,,,36355,59884128,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10297,GBR,2004,36,6.71,11.76,16.25,22.28,43,2.5,4.21,5.34,6.42,7.52,8.73,10.19,12.09,15.26,27.74,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,16825.2,13658.04,US$2011PPP,Year,0.54618,16825,13658,36355,59884128,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
10298,GBR,2005,34.6,7.1,12.2,16.5,22.3,41.9,2.6,4.5,5.6,6.6,7.6,8.8,10.3,12,14.9,27.1,0.9,17.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,22519,18540,Euro,Year,0.549998333,,,37230,60286754,New 2018,High,13,Eurostat,Eurostat 2018,,
10299,GBR,2005,35.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,16424,13260,"Local currency units, at current prices",Year,0.549998333,,,37230,60286754,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10300,GBR,2005,39,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.549998333,,,37230,60286754,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10301,GBR,2005,51.2,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.549998333,,,37230,60286754,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10302,GBR,2005,34.27,6.91,12.17,16.78,22.84,41.3,2.57,4.34,5.54,6.63,7.76,9.02,10.51,12.33,15.22,26.08,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,16656,13961.88,US$2011PPP,Year,0.549998333,16656,13962,37230,60286754,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
10303,GBR,2006,32.5,7.4,12.6,17.2,23,39.9,2.7,4.7,5.8,6.8,7.9,9.2,10.6,12.4,15,24.9,0.9,15.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,22780,19495,Euro,Year,0.543486667,,,37821,60802801,New 2018,High,13,Eurostat,Eurostat 2018,,
10304,GBR,2006,36.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,17220,13822,"Local currency units, at current prices",Year,0.543486667,,,37821,60802801,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10305,GBR,2006,39.4,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.543486667,,,37821,60802801,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10306,GBR,2006,51.1,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.543486667,,,37821,60802801,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10307,GBR,2006,34.61,7.05,12.1,16.5,22.4,41.95,2.68,4.37,5.53,6.57,7.65,8.85,10.26,12.14,15.24,26.71,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,17871.84,14739.96,US$2011PPP,Year,0.543486667,17872,14740,37821,60802801,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
10308,GBR,2007,36.2,6.69,11.64,16.24,22.31,43.1,2.51,4.18,5.29,6.35,7.5,8.74,10.18,12.13,15.24,27.86,0.9,17.94,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,12365,10026,British pound,Year,0.499771667,,,38327,61414660,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10309,GBR,2007,34.2,7.28,12.08,16.55,22.53,41.53,2.8,4.48,5.52,6.56,7.65,8.9,10.35,12.18,14.98,26.55,1.01,17.01,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,19591,16196,British pound,Year,0.499771667,,,38327,61414660,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10310,GBR,2007,38.8,6,10.85,15.62,22.43,45.1,2.24,3.76,4.89,5.96,7.13,8.49,10.11,12.32,15.83,29.27,0.83,18.73,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,14940,11632,British pound,Year,0.499771667,,,38327,61414660,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10311,GBR,2007,37.4,6.31,10.99,16.06,22.89,43.75,2.44,3.87,4.93,6.06,7.3,8.76,10.38,12.51,15.75,28,0.92,17.84,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,23798,19005,British pound,Year,0.499771667,,,38327,61414660,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10312,GBR,2007,32.6,7.6,12.6,17,22.5,40.3,2.8,4.7,5.8,6.8,7.9,9.1,10.4,12.1,14.9,25.5,1,16.1,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,24823,21143,Euro,Year,0.499771667,,,38327,61414660,New 2018,High,13,Eurostat,Eurostat 2018,,
10313,GBR,2007,37.3,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,18230,14454,"Local currency units, at current prices",Year,0.499771667,,,38327,61414660,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10314,GBR,2007,40.3,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.499771667,,,38327,61414660,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10315,GBR,2007,51.9,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.499771667,,,38327,61414660,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10316,GBR,2007,35.69,6.96,11.9,16.18,22.01,42.96,2.66,4.3,5.46,6.44,7.52,8.66,10.05,11.96,15.02,27.94,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,18712.32,15083.28,US$2011PPP,Year,0.499771667,18712,15083,38327,61414660,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
10317,GBR,2008,33.9,7.4,12.3,16.7,22.1,41.6,2.8,4.6,5.6,6.7,7.7,9,10.3,11.9,14.8,26.8,1,17.4,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,22805,18923,Euro,Year,0.54396625,,,37739,62076221,New 2018,High,13,Eurostat,Eurostat 2018,,
10318,GBR,2008,36.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,18754,14925,"Local currency units, at current prices",Year,0.54396625,,,37739,62076221,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10319,GBR,2008,40,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.54396625,,,37739,62076221,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10320,GBR,2008,51.9,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.54396625,,,37739,62076221,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10321,GBR,2008,34.14,7.21,12.21,16.43,22.54,41.6,2.75,4.46,5.6,6.61,7.61,8.82,10.31,12.23,15.26,26.34,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,17206.92,14079.96,US$2011PPP,Year,0.54396625,17207,14080,37739,62076221,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
10322,GBR,2009,32.4,7.7,12.7,16.9,22.5,40.2,2.9,4.7,5.8,6.9,7.9,9,10.3,12.2,14.9,25.4,1,16,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,19391,16262,Euro,Year,0.641919263,,,35786,62722607,New 2018,High,13,Eurostat,Eurostat 2018,,
10323,GBR,2009,37.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,19173,14970,"Local currency units, at current prices",Year,0.641919263,,,35786,62722607,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10324,GBR,2009,40.8,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.641919263,,,35786,62722607,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10325,GBR,2009,53.6,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.641919263,,,35786,62722607,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10326,GBR,2009,34.27,7.24,11.98,16.61,22.5,41.66,2.84,4.4,5.44,6.54,7.68,8.93,10.35,12.15,15.15,26.51,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,17150.88,14269.8,US$2011PPP,Year,0.641919263,17151,14270,35786,62722607,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
10327,GBR,2010,35.4,7.02,11.89,16.23,22.11,42.75,2.65,4.37,5.42,6.47,7.52,8.71,10.1,12.01,15.03,27.72,0.93,17.97,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,13000,10517,British pound,Year,0.647179346,,,36057,63306843,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10328,GBR,2010,33.7,7.6,12.28,16.45,22.19,41.5,2.9,4.7,5.67,6.61,7.65,8.8,10.18,12.01,14.85,26.65,1.02,17.16,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,20609,16911,British pound,Year,0.647179346,,,36057,63306843,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10329,GBR,2010,38.4,6.28,10.95,15.61,22.05,45.1,2.38,3.9,4.95,6,7.17,8.44,9.95,12.1,15.56,29.54,0.88,19.16,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,15754,12230,British pound,Year,0.647179346,,,36057,63306843,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10330,GBR,2010,37.2,6.63,11.11,15.82,22.48,43.97,2.57,4.06,5.05,6.06,7.24,8.58,10.24,12.24,15.49,28.48,0.95,18.29,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,25065,19740,British pound,Year,0.647179346,,,36057,63306843,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
10331,GBR,2010,32.9,7.6,12.5,16.8,22.5,40.6,2.8,4.8,5.8,6.7,7.8,9,10.4,12.1,14.9,25.7,1,16.2,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,20517,17106,Euro,Year,0.647179346,,,36057,63306843,New 2018,High,13,Eurostat,Eurostat 2018,,
10332,GBR,2010,35.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,18947,15405,"Local currency units, at current prices",Year,0.647179346,,,36057,63306843,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10333,GBR,2010,38.9,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.647179346,,,36057,63306843,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10334,GBR,2010,52.1,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.647179346,,,36057,63306843,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10335,GBR,2010,34.39,7.35,11.91,16.46,22.47,41.81,2.87,4.48,5.46,6.45,7.63,8.83,10.3,12.17,15.06,26.75,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,17010,14042.16,US$2011PPP,Year,0.647179346,17010,14042,36057,63306843,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
10336,GBR,2011,33,7.6,12.6,16.6,22.4,40.8,2.8,4.8,5.8,6.7,7.7,8.9,10.3,12.1,14.8,26,0.9,16.9,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,20788,17136,Euro,Year,0.624140836,,,36291,63811882,New 2018,High,13,Eurostat,Eurostat 2018,,
10337,GBR,2011,35.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,19626,15761,"Local currency units, at current prices",Year,0.624140836,,,36291,63811882,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
10338,GBR,2011,39.4,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.624140836,,,36291,63811882,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
